,mental_retardation,,,pubescence,,,,genderflor,lgbtq,proletarian,,
,mentally_retarded,,,pubescent,,,,genderfluid,lgbtqi,proletariat,,
,neuro-diverse,,,pubescents,,,,genderfluid,lgbtqia,ruling_class,,
,neuroatypic,,,teen,,,,gendermars,lgbtqia+,socio_economic,,
,neuroatypical,,,teenager,,,,genderqueer,lgbtqiaa+,socio_economically,,
,neurodiverse,,,teenagers,,,,gendersatyr,lgbtqiaa+,socioeconomic,,
,neurodiversity,,,teens,,,,genderselkie,monoamorous,socioeconomically,,
,neurotypical,,,years_old,,,,gendervae,pansexual,under_educated,,
,paraplegic,,,years_of_age,,,,girl,polyamorous,under_educated,,
,paraplegics,,,young,,,,girls,polyamory,under_privileged,,
,special_needs,,,younger,,,,gnc,queer,under_resourced,,
,visual impairment,,,youngest,,,,intersex,sex_education,under_served,,
,visually_impaired,,,,,,,intersexual,sex_life,undereducated,,
,,,,,,,,male,sex_partner,underprivileged,,
,,,,,,,,male_assigned_at_birth,sex_partners,underresourced,,
,,,,,,,,male_sex,sex_worker,underserved,,
,,,,,,,,male_to_female,sex_worker,uneducated,,
,,,,,,,,males,sex_workers,upper_class,,
,,,,,,,,man,sex_workers,upper_income,,
,,,,,,,,masculine,sexual,wealthier,,
,,,,,,,,masculine_of_center,sexual_activity,wealthiest,,
,,,,,,,,masculine_presenting,sexual_attraction,wealthy,,
,,,,,,,,masculinities,sexual_development,well_educated,,
,,,,,,,,masculinity,sexual_dysfunction,well_off,,
,,,,,,,,men,sexual_function,well_to_do,,
,,,,,,,,misogynous,sexual_intercourse,well-off,,
,,,,,,,,nonbinary,sexual_orientation,well-to-do,,
,,,,,,,,patriarchal,sexual_preference,white collar ,,
,,,,,,,,patrilineal,sexual_reproduction,white_collar,,
,,,,,,,,polygender,sexualities,working_class,,
,,,,,,,,sex,sexuality,,,
,,,,,,,,sex_adjusted,sexually,,,
,,,,,,,,sex_adjusted,sexually_transmitted,,,
,,,,,,,,sex_assigned_at_birth,skoliosexual,,,
,,,,,,,,sex_chromosome,skoliosexuals,,,
,,,,,,,,sex_chromosomes,unprotected_sex,,,
,,,,,,,,sex_determination,,,,
,,,,,,,,sex_determining,,,,
,,,,,,,,sex_difference,,,,
,,,,,,,,sex_gene,,,,
,,,,,,,,sex_genes,,,,
,,,,,,,,sex_hormone,,,,
,,,,,,,,sex_hormones,,,,
,,,,,,,,sex_linked,,,,
,,,,,,,,sex_matched,,,,
,,,,,,,,sex_ratio,,,,
,,,,,,,,sex_specific,,,,
,,,,,,,,sex_specifically,,,,
,,,,,,,,sex_steroid,,,,
,,,,,,,,sex_steroids,,,,
,,,,,,,,sex_stratified,,,,
,,,,,,,,sexed,,,,
,,,,,,,,sexes,,,,
,,,,,,,,sexism,,,,
,,,,,,,,sexist,,,,
,,,,,,,,sexual_differentiation,,,,
,,,,,,,,sexual_dimorphism,,,,
,,,,,,,,sexually_dimorphic,,,,
,,,,,,,,transgender,,,,
,,,,,,,,transgendered,,,,
,,,,,,,,transman,,,,
,,,,,,,,transmen,,,,
,,,,,,,,transphobic,,,,
,,,,,,,,transsexual,,,,
,,,,,,,,transsexuals,,,,
,,,,,,,,transwoman,,,,
,,,,,,,,transwomen,,,,
,,,,,,,,woman,,,,
,,,,,,,,women,,,,
